Titre;Prix;Lien;Source;Annonce-Detectee;Annonce-Deposee;Marque;Modèle;Année;Kilométrage;Boite_Vitesse;Energie;Localisation;Puissance_Fiscale;Etat_Vehicule;Statut;Description;Options;Nb_Options;Transmission;Date_Reference_Annonce;Age_Annonce_Jours
Toyota RAV 4 Hybride 2.5 VVT-iE 16V 218 Hybrid 2WD E-CVT 177 cv Boîte auto;130000.0;https://www.automobile.tn/fr/occasion/toyota/rav-4/129041;automobile.tn;2026-08-06;2026-08-05;Toyota;RAV4;2024.0;43.0;Automatique;Hybride essence;Médenine;9.0;;;Toyota Rav 4 hybride État : neuf Kilométrage :32 000 KM Entretien : concessionnaire Toyota la Marsa Totes options Couleur : vert Kaki Tel : 23809970 La Manouba;Android Auto | Apple Carplay | Sièges chauffants | Caméra de recul | Coffre électrique | Toit ouvrant | Toit panoramique | Accès sans clé;8.0;;2026-08-05;9
Hyundai Tucson 1.6 TGDi 16V 265 Plug in Hybrid 4WD 179 cv Boîte auto;115000.0;https://www.automobile.tn/fr/occasion/hyundai/tucson/129040;automobile.tn;2026-08-06;2026-08-05;Hyundai;Tucson;2022.0;38000.0;Automatique;Hybride rechargeable essence;Ariana;7.0;;;climatisation (automatique) Équipements Confort (Finition Premium / Executive) • Sièges avant : Réglage électrique, chauffants, ventilés (climatisés). • Sièges arrière : Chauffants. • Volant : Chauffant et réglable. • Technologie : Instrumentation numérique, écran tactile avec connectivité smartphone, aides à la conduite avancées (ADAS). [1, 2, 3, 4, 5] Climatisation arrière séparée Freinage d'urgence autonome Régulateur de vitesse adaptatif avec fonction Stop&Go Détection des angles morts avec correction assistant de circulation revêtement en cuir système de navigation carte complète Phantom Black Mmica capteur de voie avec correction BARRE DE REMORQUAGE prévention des collisions ultérieures Sièges avant chauffants Extérieur Phares à LED Jantes en alliage de 19 pouces Phantom Black Mmica rétroviseurs extérieurs rabattables électriquement rétroviseurs extérieurs à réglage électrique Rétroviseurs extérieurs couleur carrosserie rétroviseurs extérieurs chauffants barres de toit Mahdia;Navigation | Sièges électriques | Caméra de recul | Caméras 360 | Coffre électrique;5.0;;2026-08-05;9
Mazda 3 1.6 MZR 16V 105 cv;34000.0;https://www.automobile.tn/fr/occasion/mazda/3/129037;automobile.tn;2026-08-06;2026-08-05;Mazda;3;2015.0;;;Essence;Sousse;6.0;;;Compacte, 6 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Autoradio, Bluetooth, Sièges réglables en hauteur, Volant/levier de vitesse en cuir, Volant multi-fonctions, Volant réglable hauteur/profondeur Gabès;Alarme anti-intrusion | Caméra de recul | Accès sans clé;3.0;;2026-08-05;9
Volkswagen Golf 8 Life 1.4 L TSI 150 cv Boîte auto;115000.0;https://www.automobile.tn/fr/occasion/volkswagen/golf-8/129036;automobile.tn;2026-08-06;2026-08-05;Volkswagen;Golf 8;2025.0;18500.0;Automatique;Essence;Tunis;8.0;;;GOLF 8 LIFE Face-lift 29 551 553 Tu 257 2026 Keyless-go Full led Toit panoramique ouvrant Park pilot Caméra de recule Lane assist Détecteur d'angle mort Vitres surteintées Climatronic tri-zone Écran de bord numérique tactile...... Visible a notre showroom TOP CARS tunisie sidi daoud route de la marsa gp9 en face de carrefour Tunis;Android Auto | Apple Carplay | Palettes au volant | Caméra de recul | Toit ouvrant | Toit panoramique | Accès sans clé;7.0;;2026-08-05;9
Volkswagen Golf 7 Trendline 1.2 TSI 16V S&S 110 cv;50000.0;https://www.automobile.tn/fr/occasion/volkswagen/golf-7/129035;automobile.tn;2026-08-06;2026-08-05;Volkswagen;Golf 7;2014.0;140000.0;;Essence;Nabeul;5.0;;;Compacte, 5 cv, transmission Traction, Accoudoir avant, Autoradio, Autoradio CD, Autoradio CD/Mp3, Boîte à gants réfrigérée, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur Tunis;;0.0;;2026-08-05;9
Ford Ecosport Titanium 1.0 SCTi EcoBoost 12V S&S 125 cv;61000.0;https://www.automobile.tn/fr/occasion/ford/ecosport/129020;automobile.tn;2026-08-06;2026-08-05;Ford;EcoSport;2019.0;49000.0;;Essence;Tunis;7.0;;;SUV, 7 cv, transmission Traction, Accoudoir avant, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Navigation, Sièges réglables en hauteur, Volant réglable hauteur/profondeur Ariana;Alarme anti-intrusion | Android Auto | Apple Carplay | Navigation | Accès sans clé;5.0;;2026-08-05;9
Mercedes-Benz Classe E Avantgarde 200 2.0 CGI 16V 7G-TRONIC+ 184 cv Boîte auto;72000.0;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/129033;automobile.tn;2026-08-06;2026-08-05;Mercedes-Benz;Classe E;2014.0;200000.0;Automatique;Essence;Tunis;10.0;;;Spark Auto vous propose Une Mercedes Classe E 200 à la vente. Cette voiture a été inspectée par nos agents pour garantir une qualité optimale. Un diagnostic complet est disponible sur notre site web. Tunis;Sièges électriques;1.0;;2026-08-05;9
Audi A1 S-Line 1.2 TFSI 85 cv;42000.0;https://www.automobile.tn/fr/occasion/audi/a1/129031;automobile.tn;2026-08-06;2026-08-05;Audi;A1;2013.0;200500.0;;Essence;Tunis;5.0;;;2011 Audi A1 33 500 DT Négociable 30/06/2011 TU152 1.2L Essence 5 CV 238 000 KM Échange possible Disponible à notre showroom TUNISIE AUTO PRIX Ezzahra Contactez : 25551771 / 98759655 / 24111140 Ben Arous;Alarme anti-intrusion;1.0;;2026-08-05;9
BMW Série 3 Confort Luxury Line 316i 1.6 16V 136 cv Boîte auto;63500.0;https://www.automobile.tn/fr/occasion/bmw/serie-3/129030;automobile.tn;2026-08-06;2026-08-05;Bmw;Série 3;2015.0;154000.0;Automatique;Essence;Ben Arous;7.0;;;Berline, 7 cv, transmission Propulsion, Accoudoir avant, Accoudoir arrière, Autoradio, Autoradio CD, Autoradio CD/Mp3, Bluetooth, Sièges réglables en hauteur, Vitres teintées, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur Ariana;;0.0;;2026-08-05;9
BMW Série 3 Access 316i 1.6 i 16V 116 cv;39000.0;https://www.automobile.tn/fr/occasion/bmw/serie-3/129029;automobile.tn;2026-08-06;2026-08-05;Bmw;Série 3;2010.0;229000.0;;Essence;Ben Arous;7.0;;;كرهبة نظيفة برشا ماشية 100 الف مانيش نستعمل فيها برشا جبتها من المانيا كل عام نبدللها الزيت و الماء متاع الدار كل شئ مريقل فيها , بطارية جديدة عمرها خمسة اشهر ةفيها كان شوي تخبيش اللي موجودين في التصاور متاع باركينغ كرهبة قوية و اقتصادية جدااااا لاهي بيها نصبلها كان في المازوط chell V power ou bien Excellium كرهبة نظيفة متاع انسان يحب يكسبويجب معاه ويجرب و كان لزم يهزها للدار La Manouba;;0.0;;2026-08-05;9
KIA Rio 5p GT-Line 1.2 i-CVVT 16V ISG 84 cv;56000.0;https://www.automobile.tn/fr/occasion/kia/rio-5p/129028;automobile.tn;2026-08-06;2026-08-05;Kia;Rio 5p;2021.0;73000.0;;Essence;Ben Arous;5.0;;;À vendre : Kia Rio GT Line 2021 – Excellent état Je mets en vente ma Kia Rio GT Line, mise en circulation en 2021, en excellent état. Caractéristiques : • Modèle : Kia Rio GT Line • Année : 2021 • Couleur : Noir • Motorisation : Essence 1.2 L • Boîte de vitesses : Manuelle • Kilométrage : 127 000 km • Puissance fiscale : 5 CV • Première main • Propriétaire non-fumeur Le véhicule est très bien entretenu, propre et en excellent état, aussi bien à l'intérieur qu'à l'extérieur. Prix : 55,000 TND Tel : 58482409 Ariana;Android Auto | Apple Carplay | Caméra de recul | Accès sans clé;4.0;;2026-08-05;9
Volkswagen Golf 8 GTE GTE 1.4 TSi 16V 245 Plug in Hybrid DSG6 150 cv Boîte auto;92000.0;https://www.automobile.tn/fr/occasion/volkswagen/golf-8/129027;automobile.tn;2026-08-06;2026-08-05;Volkswagen;Golf 8;2021.0;82000.0;Automatique;Hybride rechargeable essence;Tunis;8.0;;;2021 GOLF 8 GTE TÉLÉPHONE : 50 222 571 / 22 227 007 02/03/2021 tu 236 1.4 L ESSENCE/HYBRIDE RECHARGEABLE 6 CV 77 000 KM Échange possible Tunis;Alarme anti-intrusion | Android Auto | Apple Carplay | Instrumentation numérique | Navigation | Palettes au volant | Sièges chauffants | Caméra de recul | Caméras 360 | Toit ouvrant | Toit panoramique | Conduite semi-autonome | Suspension pneumatique;13.0;;2026-08-05;9
Citroën C-Elysée Attraction 1.2 VTi 12V 72 cv;21000.0;https://www.automobile.tn/fr/occasion/citroen/c-elysee/129026;automobile.tn;2026-08-06;2026-08-05;Citroën;C-Elysée;2013.0;204000.0;;Essence;Sfax;5.0;;;للبيع: Citroën C-Elysée (موديل 2015)سيارة عائلية واقتصادية، نظيفة وممتازة للاستعمال اليومي الخصائص التقنية و الفنية المحرك: 1.2 لتر VTI (بنزين - Essence). القوة الجبائية: 5 خيول (5 CV) - معاليمها واستهلاكها رخيص برشا علبة السرعات: يدوية (Boîte Manuelle) بـ 5 سرعات الهيكل: صالون (Berline) مع صندوق خلفي (Malle) واسع جداً (506 لتر). التجهيزات والرفاهية (Options) المكيف: مكيف ممتاز (Climatisation) النوافذ: نوافذ كهربائية أمامية و خلفية السلامة: نظام فرامل ABS، و سائد هوائية (Airbags)، نظام غلق مركزي (Fermeture centrale) الصوت: راديو CD/MP3 مع مدخل AUX . Blutout و Jack المقود: مقود هيدروليك (Direction assistée) خفيف ومريح في السياقة. نقاط القوة : الستهلاك: اقتصادية جداً في الوقود (حوالي 5.1 لتر لكل 100 كم القطع: قطع الغيار متوفرة بكثرة ورخيصة في السوق التونسية (نفس قطع الـ Peugeot 301) الصالون: واسع ومريح من داخل، وممتاز للسفرات الطويلة العداد (Kilométrage): 207000 حالة العجلات: ( pneus neuf) المعاينة الفنية (Visite technique) 55701794 Kairouan;Coffre électrique;1.0;;2026-08-05;9
MG ONE;45000.0;https://www.autocentral.tn/#FACEBOOK-122297670410203143;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
Ssangyong XLV 160 1.6 e-XGi 16V 2WD 128 cv Boîte auto;49900.0;https://www.automobile.tn/fr/occasion/ssangyong/xlv/129024;automobile.tn;2026-08-06;2026-08-05;Ssangyong;XLV;2018.0;305000.0;Automatique;Essence;Sfax;8.0;;;Une Excellent conduite pour vos deplacements, peut servir pour voiture commerciale en rapport avec son volume de contenance bagages ou marchandises Ben Arous;Alarme anti-intrusion | Sièges chauffants | Caméra de recul | Toit ouvrant | Accès sans clé;5.0;;2026-08-05;9
Citroën C3 Aircross Shine;55000.0;https://www.automobile.tn/fr/occasion/citroen/c3-aircross/129023;automobile.tn;2026-08-06;2026-08-05;Citroën;C3 Aircross;2021.0;113000.0;;Diesel;Nabeul;6.0;;;;Alarme anti-intrusion | Android Auto | Apple Carplay | Instrumentation numérique | Navigation | Coffre électrique | Accès sans clé | Conduite semi-autonome;8.0;;2026-08-05;9
Peugeot 2008 Allure Toit Cielo 1.2 VTi 12V 82 cv;43000.0;https://www.automobile.tn/fr/occasion/peugeot/2008/129022;automobile.tn;2026-08-06;2026-08-05;Peugeot;2008;2018.0;149000.0;;Essence;Tunis;6.0;;;P.MAIN 55 447 966 Tunis;Caméra de recul | Toit panoramique;2.0;;2026-08-05;9
Peugeot 301 Active 1.2 Puretech 12V 83 cv;35000.0;https://www.automobile.tn/fr/occasion/peugeot/301/129032;automobile.tn;2026-08-06;2026-08-05;Peugeot;301;2023.0;124000.0;;Essence;Ben Arous;5.0;;;Prix légèrement négociable… Je mets ma Peugeot 301 en vente (première main). Elle est en bon état de marche, bien entretenue et prête à rouler. Marque : Peugeot 301 Modèle : Active HDI - 1.2-Litre essence - PureTech (82 hp) très économique… Date de première Mise en Circulation: 10-2020 Kilométrage : 49850 N’hésitez pas à me contacter en message privé ou par téléphone pour plus d’informations. Bizerte;;0.0;;2026-08-05;9
Suzuki Swift;41000.0;https://www.automax.tn/annonces/suzuki-swift-6/;AutoMax;2026-08-06;2026-08-05;Suzuki;Swift;2023.0;78000.0;Manuelle;Essence;Bizerte;5.0;;;29521077 TRES BELLE VOITURE SUZUKI SWIFT PREMIERE MAIN TRÈS PROPRE VOITURE A L'ETAT ORIGINE JAMAIS TOUCHÉE OU RETOUCHÉE PEINTURE DE LA MAISON MOTEUR 5 CV 1.2 TRÈS PROPRE CIEGE AVANT RÉGLABLE VOLANT RÉGLABLE FEUX DE JOUR RÉTROVISEURS EXTÉRIEURS ANTI DÉMARRAGE ÉLECTRONIQUE BOÎTE A GANTS RÉFRIGÉRÉ FEUX LED ALARME ANTI - INTRUSION ÉLECTRONIQUE BLOO TOUTH TÉLÉPHONE A MAIN LIBRE CONNECTIVITÉ AUX USB 4 VITRES ELECTRIQUES VISIBLE A BIZERTE ZARZOUNA;;;;2026-08-05;9
Renault Megane;34000.0;https://www.automobile.tn/fr/occasion/renault/megane/129025;automobile.tn;2026-08-06;2026-08-05;Renault;Megane;2014.0;248000.0;;Essence;Ben Arous;7.0;;;Compacte, 7 cv, transmission Traction, Bluetooth, Sièges chauffants, Sièges électriques, Volant/levier de vitesse en cuir Monastir;;0.0;;2026-08-05;9
PORSCHE CAYENNE;45000.0;https://www.autocentral.tn/#FACEBOOK-991015783940918;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
AUDI Q5 S-LINE;45000.0;https://www.autocentral.tn/#FACEBOOK-1074075221626009;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
VOLKSWAGEN TIGUAN;45000.0;https://www.autocentral.tn/#FACEBOOK-122131140105144580;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
DISCOVERY R DYNAMIC;45000.0;https://www.autocentral.tn/#FACEBOOK-122131215357144580;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MERCEDES C220;45000.0;https://www.autocentral.tn/#FACEBOOK-122131294767144580;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MINI COOPER PACEMAN;45000.0;https://www.autocentral.tn/#FACEBOOK-122135076513144580;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MERCEDES GLE 450E AMG LINE LUXURY LIMITED EDITION;45000.0;https://www.autocentral.tn/#FACEBOOK-122132772549144580;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
BMW 420 I PACK M PRO;45000.0;https://www.autocentral.tn/#FACEBOOK-997474943295002;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
SEAT IBIZA;45000.0;https://www.autocentral.tn/#FACEBOOK-991005673941929;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
RENAULT RAFALE;45000.0;https://www.autocentral.tn/#FACEBOOK-999227659786397;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
LAND ROVER RANGE ROVER SPORT P460 DYNAMIC SE;45000.0;https://www.autocentral.tn/#FACEBOOK-986174244425072;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
AUDI A6;45000.0;https://www.autocentral.tn/#FACEBOOK-1057977896748528;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
VOLKSWAGEN GOLF 7;45000.0;https://www.autocentral.tn/#FACEBOOK-991008620608301;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
VOLKSWAGEN POLO R LINE;29108.0;https://www.autocentral.tn/#FACEBOOK-1478000451023013;autocentral.tn (facebook);2026-08-06;;Volkswagen;Polo;;;;;;;;Active;;;;;2026-08-06;8
MERCEDES C 200 AMG;45000.0;https://www.autocentral.tn/#FACEBOOK-1477997901023268;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MERCEDES A180;45000.0;https://www.autocentral.tn/#FACEBOOK-1474985854666022;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MERCEDES CLASSE C AMG;45000.0;https://www.autocentral.tn/#FACEBOOK-122297672330203143;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MERCEDES CLASSE C;45000.0;https://www.autocentral.tn/#FACEBOOK-122294843720203143;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
PEUGEOT 207;45000.0;https://www.autocentral.tn/#FACEBOOK-122287780514203143;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
FIAT 500 DOLCEVITA;45000.0;https://www.autocentral.tn/#FACEBOOK-122285843804203143;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MERCEDES CLS 350 D;45000.0;https://www.autocentral.tn/#FACEBOOK-122294838908203143;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
VOLKSWAGEN AMAROK;45000.0;https://www.autocentral.tn/#FACEBOOK-122294841338203143;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
Geely Binyue;29100.0;https://www.automax.tn/annonces/geely-binyue/;AutoMax;2026-08-06;2026-08-05;Geely;Binyue;2026.0;600.0;Automatique;Diesel;Sidi Bouzid;10.0;;;سيارة Geely Coolray (بينيو) جديدة للبيع. هاذي السيارة مجهزة بنظام Flyme Auto الذكي، اللي يشغلوه معالج高性能 E02. كمان تدعم华为 HiCar و Carlink و برشا طرق تاعي الربط بالجوال. جميع الموديلات متوفرة على أكياس هوائية للسايق و المسافر (Airbags)، شاشة تاعي ضغط الكفرات، و نظام التحكم الإلكتروني في الاستقرار (ESC). إذا السيارة عجبتك و تحب تشريها، زور موقعنا: https://www.huiduauto.com/ WhatsApp: +86 181 0033 3703;;;;2026-08-05;9
MERCEDES C 180;45000.0;https://www.autocentral.tn/#FACEBOOK-991012083941288;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
KIA SPORTAGE GT-LINE MHEV;45000.0;https://www.autocentral.tn/#FACEBOOK-1057128146833503;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
KIA RIO GT LINE;45000.0;https://www.autocentral.tn/#FACEBOOK-122130290955144580;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
BMW SÉRIE 3 330E PACK M PRO;45000.0;https://www.autocentral.tn/#FACEBOOK-1049773610902290;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
MERCEDES C220 CDI;45000.0;https://www.autocentral.tn/#FACEBOOK-1607512638041139;autocentral.tn (facebook);2026-08-06;;Mercedes-Benz;Classe C;;;;;;;;Active;;;;;2026-08-06;8
MERCEDES E220;30000.0;https://www.autocentral.tn/#FACEBOOK-1607627831362953;autocentral.tn (facebook);2026-08-06;;Mercedes-Benz;Classe E;;;;;;;;Active;;;;;2026-08-06;8
FIAT PANDA;25000.0;https://www.autocentral.tn/#FACEBOOK-1635841471874922;autocentral.tn (facebook);2026-08-06;;Fiat;Panda;;;;;;;;Active;;;;;2026-08-06;8
HYUNDAI GRAND I10;36000.0;https://www.autocentral.tn/#FACEBOOK-1607387488053654;autocentral.tn (facebook);2026-08-06;;Hyundai;Grand i10;;;;;;;;Active;;;;;2026-08-06;8
PEUGEOT 207;27000.0;https://www.autocentral.tn/#FACEBOOK-1607363368056066;autocentral.tn (facebook);2026-08-06;;Peugeot;207;;;;;;;;Active;;;;;2026-08-06;8
HAVAL H6;45000.0;https://www.autocentral.tn/#FACEBOOK-1456346623191011;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
JEEP WRANGLER RUBICON;45000.0;https://www.autocentral.tn/#FACEBOOK-1058781816668136;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
KIA PICANTO;45000.0;https://www.autocentral.tn/#FACEBOOK-1444111537747853;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
CITROEN C3;45000.0;https://www.autocentral.tn/#FACEBOOK-1087133703977633;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
VOLKSWAGEN POLO PRESTIGE;45000.0;https://www.autocentral.tn/#FACEBOOK-122101951485330504;autocentral.tn (facebook);2026-08-06;;Dsg;7 AUTOMATIQUE BLUE MOTION;2011.0;245000.0;Automatique;Essence;Med;;;Active;;;;;2026-08-06;8
